City,Location,Area,BHK,CarParking,Price
Hyderabad,Narsingi,1460,3,1,7519000
Hyderabad,Kokapet,1680,3,1,11200000
Hyderabad,Bachupally Road,1155,2,0,4389000
Hyderabad,Bachupally Road,1175,2,0,4500000
Hyderabad,Serilingampally,1650,3,1,8200000
Hyderabad,Suchitra,1515,3,1,6363000
Hyderabad,Alkapur township,1500,5,1,6500000
Hyderabad,Kondapur,1050,3,0,4500000
Hyderabad,Gachibowli,1600,3,1,7998000
Hyderabad,Nallagandla Gachibowli,1511,2,1,8811000
Hyderabad,Banjara Hills Road Number 12,2141,3,1,23000000
Hyderabad,Narsingi,1670,3,1,8624000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Bachupally Road,1155,2,0,4389000
Hyderabad,Bachupally Road,1175,2,0,4500000
Hyderabad,Kukatpally,1931,3,1,13300000
Hyderabad,Kukatpally,1782,3,1,11500000
Hyderabad,Kukatpally,1441,2,1,9400000
Hyderabad,Kukatpally,1441,2,1,9400000
Hyderabad,Suchitra,1515,3,1,6363000
Hyderabad,ECIL Main Road,1165,2,0,5100000
Hyderabad,Kukatpally,1740,3,1,12000000
Hyderabad,Kukatpally,1360,2,1,9382000
Hyderabad,Pragathi Nagar Kukatpally,1110,2,0,4500000
Hyderabad,Chandanagar,1675,3,1,11000000
Hyderabad,Gopanpally,1725,3,1,11000000
Hyderabad,Nagole,1255,2,1,5647000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Kondapur,1505,3,1,14000000
Hyderabad,Serilingampally,1650,3,1,8150000
Hyderabad,Kukatpally,1090,2,1,7098999
Hyderabad,Kukatpally,1695,3,1,10900000
Hyderabad,Kondapur,1315,2,1,8095000
Hyderabad,Kondapur,1885,3,1,11399999
Hyderabad,Gajularamaram,1180,2,1,5256000
Hyderabad,Gajularamaram,1555,3,1,6931000
Hyderabad,Gachibowli,1728,3,1,13500000
Hyderabad,Panchavati Colony Manikonda,1189,2,1,6000000
Hyderabad,Manikonda,1100,2,0,6000000
Hyderabad,Kukatpally,1782,3,1,11500000
Hyderabad,Kukatpally,1782,3,1,11500000
Hyderabad,Kukatpally,1735,3,1,11000000
Hyderabad,Kondapur,2192,3,1,10500000
Hyderabad,Kompally,1075,2,0,4085000
Hyderabad,Kompally,1265,2,0,4427000
Hyderabad,Kukatpally,1782,3,1,15400000
Hyderabad,Sun City,2700,3,0,45000000
Hyderabad,Gachibowli,4829,4,1,24500000
Hyderabad,Kukatpally,1279,2,1,8823000
Hyderabad,Kukatpally,1216,2,1,8389000
Hyderabad,Kukatpally,1441,2,1,9941000
Hyderabad,Narsingi,1200,2,1,6180000
Hyderabad,Bachupally,1150,2,1,4340000
Hyderabad,Bachupally,1475,3,1,5510000
Hyderabad,Kompally,1100,2,1,5050000
Hyderabad,Chandanagar,1470,3,1,9300000
Hyderabad,Serilingampally,1780,3,1,13000000
Hyderabad,Manikonda,2460,3,1,18500000
Hyderabad,Kokapet,2540,3,1,17500000
Hyderabad,Nanakramguda,1130,2,1,6102000
Hyderabad,Nanakramguda,1495,3,1,8070000
Hyderabad,Nanakramguda,1395,2,1,7533000
Hyderabad,Nanakramguda,1275,2,1,6884999
Hyderabad,Kokapet,1875,3,1,10800000
Hyderabad,Kokapet,2630,4,1,17000000
Hyderabad,Kokapet,2630,4,1,17000000
Hyderabad,Jubilee Hills,4700,4,1,61000000
Hyderabad,Jubilee Hills,4300,4,1,55800000
Hyderabad,Tellapur,1700,3,1,8000000
Hyderabad,Kokapet,2630,4,1,18400000
Hyderabad,Bachupally,1230,2,0,4500000
Hyderabad,Pragati Nagar,1000,2,1,3600000
Hyderabad,Bachupally Road,1150,2,1,3500000
Hyderabad,Nallakunta,1195,3,1,4000000
Hyderabad,New Maruthi Nagar,1050,2,0,5200000
Hyderabad,Tarnaka,1122,2,0,5900000
Hyderabad,Kukatpally,1441,2,1,9400000
Hyderabad,Kondapur,1710,3,1,13300000
Hyderabad,Nanakramguda,1600,3,1,7998000
Hyderabad,Kondapur,2020,3,1,10500000
Hyderabad,Madhapur,3190,4,1,32000000
Hyderabad,Bachupally Road,1175,2,0,4236000
Hyderabad,Bachupally Road,1175,2,0,4236000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Bachupally Road,1175,2,0,4236000
Hyderabad,Bachupally Road,1220,2,0,4158000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Bachupally Road,1155,2,0,4389000
Hyderabad,Bachupally Road,1175,2,0,4236000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Kondapur,1165,2,1,6640000
Hyderabad,Bandlaguda Jagir,1775,3,1,6000000
Hyderabad,Gachibowli,1662,3,1,16000000
Hyderabad,Nanakramguda,1770,3,1,9558000
Hyderabad,Hitech City,3493,4,1,29000000
Hyderabad,Kukatpally,1050,2,0,5500000
Hyderabad,Suchitra,1515,3,1,6363000
Hyderabad,Kondapur,2815,3,1,13500000
Hyderabad,Kondapur,2191,3,1,10500000
Hyderabad,Kondapur,2813,3,1,13500000
Hyderabad,Kokapet,1535,3,1,9517000
Hyderabad,Kokapet,1535,3,1,9517000
Hyderabad,Kokapet,1535,3,1,8903000
Hyderabad,Kokapet,2630,4,1,16299999
Hyderabad,Kokapet,2630,4,1,16299999
Hyderabad,Kokapet,2630,4,1,16299999
Hyderabad,Kokapet,2630,4,1,16299999
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Kokapet,2630,4,1,15200000
Hyderabad,Gachibowli,4146,5,1,35200000
Hyderabad,Gachibowli,4146,5,1,35200000
Hyderabad,Gachibowli,4146,5,1,35200000
Hyderabad,Gachibowli,4146,5,1,35200000
Hyderabad,Jubilee Hills,4800,4,1,62300000
Hyderabad,Kondapur,2607,3,1,12500000
Hyderabad,Kokapet,1535,3,1,12000000
Hyderabad,Nanakramguda,1730,3,1,14500000
Hyderabad,Madhapur,3490,4,1,34000000
Hyderabad,Manikonda,1834,3,1,15000000
Hyderabad,Miyapur Bachupally Road,2025,4,1,7200000
Hyderabad,Pragathi Nagar Road,1000,2,1,3700000
Hyderabad,Hitech City,1580,3,1,9800000
Hyderabad,Gachibowli,2615,3,1,13000000
Hyderabad,Kondapur,2191,3,1,15800000
Hyderabad,nizampet road,1190,2,0,4600000
Hyderabad,Kukatpally,4400,4,1,30000000
Hyderabad,Nallagandla Gachibowli,1270,2,1,7438000
Hyderabad,Kompally,1100,2,0,4800000
Hyderabad,LB Nagar,8500,6,0,29000000
Hyderabad,Nallakunta,900,2,1,3800000
Hyderabad,Gachibowli,3448,4,1,27000000
Hyderabad,Hitech City,1865,3,1,12100000
Hyderabad,Alwal,1589,3,1,7950000
Hyderabad,Somajiguda,2025,3,1,10500000
Hyderabad,Kondapur,2191,3,1,10500000
Hyderabad,Nanakramguda,2270,3,1,14500000
Hyderabad,Kondapur,1615,3,1,14000000
Hyderabad,Nanakramguda,1745,3,1,11200000
Hyderabad,Nanakramguda,960,2,0,7500000
Hyderabad,Bachupally,1190,2,0,4641000
Hyderabad,Nanakramguda,2615,3,1,16600000
Hyderabad,Kondapur,2815,3,1,13500000
Hyderabad,Kondapur,2800,3,1,13400000
Hyderabad,Kondapur,2600,3,1,12400000
Hyderabad,Kondapur,2452,3,1,11700000
Hyderabad,Kondapur,2815,3,1,13500000
Hyderabad,Madinaguda,1604,3,0,5500000
Hyderabad,HMT Hills,1050,2,1,5500000
Hyderabad,Gajularamaram,1620,3,0,8000000
Hyderabad,Kokapet,2540,3,1,16000000
Hyderabad,Hitech City,2160,3,1,15000000
Hyderabad,Tilak Nagar,1050,2,1,5400000
Hyderabad,Hitech City,1150,2,1,3900000
Hyderabad,Hitech City,2265,3,1,14800000
Hyderabad,Madhapur,1500,3,1,8000000
Hyderabad,Somajiguda,1688,3,1,9800000
Hyderabad,Pragathi Nagar,1100,2,1,4600000
Hyderabad,Kokapet,1875,3,1,12100000
Hyderabad,BK Guda Road,1050,2,0,4200000
Hyderabad,Madhapur,2625,3,1,27000000
Hyderabad,Gachibowli,3448,4,1,27000000
Hyderabad,Shaikpet,2385,3,1,15000000
Hyderabad,Nanakramguda,1800,3,1,11200000
Hyderabad,Kondapur,2607,3,1,20000000
Hyderabad,Madhapur,3240,4,1,29200000
Hyderabad,Madhapur,2865,4,1,25800000
Hyderabad,Pragathi Nagar Kukatpally,1125,2,1,4060000
Hyderabad,Serilingampally,2050,3,0,14000000
Hyderabad,Banjara Hills,3300,4,1,29700000
Hyderabad,muthangi,1300,3,0,3250000
Hyderabad,Madinaguda,1240,2,0,3450000
Hyderabad,Nallagandla Gachibowli,1665,3,1,9855000
Hyderabad,Nallagandla Gachibowli,1265,2,1,7536000
Hyderabad,Nanakramguda,2644,3,1,9782000
Hyderabad,Beeramguda,1000,2,0,2500000
Hyderabad,Central Excise Colony Hyderabad,1550,3,1,6500000
Hyderabad,Miyapur,4500,5,0,18000000
Hyderabad,Madinaguda,1640,3,0,5300000
Hyderabad,Somajiguda,3450,4,1,55000000
Hyderabad,Madhapur,1150,2,1,3900000
Hyderabad,Beeramguda,1150,2,1,3900000
Hyderabad,Kondapur,1770,3,1,10700000
Hyderabad,Himayat Nagar,1960,3,0,12000000
Hyderabad,Bowenpally,980,2,1,3800000
Hyderabad,Kondapur,1195,2,1,7500000
Hyderabad,Ashok Nagar,1200,2,0,9000000
Hyderabad,Ashok Nagar,1590,3,0,12000000
Hyderabad,Nanakramguda,2220,3,1,15000000
Hyderabad,Kukatpally,1592,3,1,12600000
Hyderabad,Barkatpura,1380,3,1,6500000
Hyderabad,Madhapur,4375,5,1,32799999
Hyderabad,Madinaguda,1640,3,0,5500000
Hyderabad,Madinaguda,1240,2,0,3720000
Hyderabad,Isnapur,1300,3,0,3200000
Hyderabad,Madinaguda,1240,2,0,3720000
Hyderabad,Nacharam,1160,2,1,5600000
Hyderabad,Kukatpally,1695,3,1,11200000
Hyderabad,Kukatpally,1090,2,1,7317000
Hyderabad,Gachibowli,1275,2,1,11500000
Hyderabad,Kokapet,1350,2,1,10200000
Hyderabad,D D Colony,1250,3,1,6300000
Hyderabad,DD Colony,2500,3,0,13500000
Hyderabad,Nanakramguda,3258,4,1,22700000
Hyderabad,Miyapur,1165,2,1,5242000
Hyderabad,Ramnagar Gundu,1250,3,0,5200000
Hyderabad,Patancheru,950,2,0,2400000
Hyderabad,BHEL,1100,3,0,3100000
Hyderabad,Serilingampally,2925,4,0,14600000
Hyderabad,Kondapur,1710,3,1,13000000
Hyderabad,Nanakramguda,2664,3,1,9782000
Hyderabad,Nanakramguda,2000,3,1,7400000
Hyderabad,Almasguda,1150,2,1,4800000
Hyderabad,Pragathi Nagar,1150,2,1,4140000
Hyderabad,Ashok Nagar,1145,2,0,8500000
Hyderabad,Kondapur,1900,3,1,16500000
Hyderabad,Hitech City,1580,3,1,10000000
Hyderabad,Kondapur,2192,3,1,10500000
Hyderabad,Hitech City,2595,3,1,20500000
Hyderabad,Himayat Nagar,960,2,1,5760000
Hyderabad,Madinaguda,1665,3,0,5500000
Hyderabad,Patancheru,950,2,0,2400000
Hyderabad,Kukatpally,1735,3,1,12200000
Hyderabad,Kukatpally,1360,2,1,9600000
Hyderabad,Kukatpally,1208,2,1,8500000
Hyderabad,Kukatpally,1740,3,1,12200000
Hyderabad,Bachupally,1200,2,0,4680000
Hyderabad,Bachupally,1240,2,0,4836000
Hyderabad,Bachupally,1240,2,0,4836000
Hyderabad,Bachupally,1200,2,0,4680000
Hyderabad,Bachupally,1600,3,0,6240000
Hyderabad,Bachupally,1270,2,0,4953000
Hyderabad,Alwal,1080,2,1,4320000
Hyderabad,Allwyn Colony,1020,2,1,4850000
Hyderabad,Miyapur Bachupally Road,1145,2,1,4800000
Hyderabad,Chandanagar,1575,3,1,8031999
Hyderabad,Kukatpally,1700,3,1,10300000
Hyderabad,Kukatpally,1730,2,1,10500000
Hyderabad,Kukatpally,1090,2,1,6648999
Hyderabad,BK Guda Road,2300,3,1,17000000
Hyderabad,Banjara Hills,3900,4,1,41500000
Hyderabad,Banjara Hills,3765,4,1,45100000
Hyderabad,Ashok Nagar,2021,3,1,12700000
Hyderabad,Nanakramguda,2000,3,1,7400000
Hyderabad,Nanakramguda,2220,3,1,15000000
Hyderabad,Nanakramguda,2230,3,1,15000000
Hyderabad,Manikonda,1834,3,1,16200000
Hyderabad,Madhapur,4070,4,1,42500000
Hyderabad,Manikonda,1834,3,1,16000000
Hyderabad,Kukatpally,4700,4,1,41000000
Hyderabad,Manikonda,1314,2,1,10000000
Hyderabad,Gachibowli,3355,4,1,26800000
Hyderabad,Gachibowli,4146,5,1,33100000
Hyderabad,Gachibowli,3448,4,1,27500000
Hyderabad,Patancheru,1200,3,0,3200000
Hyderabad,Patancheru,1300,3,0,3250000
Hyderabad,DD Colony,1600,3,1,9000000
Hyderabad,Kukatpally,7600,8,0,35000000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1513,3,1,6800000
Hyderabad,Pragathi Nagar Kukatpally,1515,3,1,6800000
Hyderabad,Sanath Nagar,1557,3,1,11000000
Hyderabad,Patancheru,1300,3,0,3100000
Hyderabad,Sri Nagar Colony,2025,3,1,12500000
Hyderabad,Sri Nagar Colony,1260,2,1,7800000
Hyderabad,Manikonda,1834,3,1,14500000
Hyderabad,Tellapur,1580,3,1,7200000
Hyderabad,Nanakramguda,1860,3,1,14000000
Hyderabad,financial District,1005,2,0,2211000
Hyderabad,Beeramguda Road,1200,2,1,3500000
Hyderabad,Bandlaguda Jagir,1057,2,1,3000000
Hyderabad,Ashok Nagar,2122,3,1,13300000
Hyderabad,Patancheru,910,2,0,3200000
Hyderabad,Pati,1375,3,0,4000000
Hyderabad,Nagole,1001,2,0,2002000
Hyderabad,Kondapur,2000,3,1,10000000
Hyderabad,Kondapur,1615,3,1,14000000
Hyderabad,Jubilee Hills,3085,3,1,40000000
Hyderabad,Hitech City,2250,4,0,17000000
Hyderabad,Kondapur,3195,3,0,21500000
Hyderabad,Kokapet,1735,3,0,9542000
Hyderabad,Madhapur,3450,4,1,33500000
Hyderabad,Kondapur,1500,3,0,8200000
Hyderabad,Bachupally Road,1175,2,0,4230000
Hyderabad,Bachupally Road,1155,2,0,4158000
Hyderabad,Patancheru,910,2,1,3300000
Hyderabad,Karimnagar,1005,2,1,3500000
Hyderabad,Bagh Amberpet,1150,2,0,5500000
Hyderabad,Miyapur,1002,2,0,3507000
Hyderabad,Miyapur,1013,2,0,3545000
Hyderabad,Miyapur,1005,2,0,3517000
Hyderabad,Miyapur,1007,2,0,3524000
Hyderabad,Miyapur,1012,2,0,3542000
Hyderabad,Nagole,1010,2,0,2020000
Hyderabad,Nagole,1400,3,0,2800000
Hyderabad,Kollur Road,1665,3,0,5700000
Hyderabad,Medchal,1002,2,0,4008000
Hyderabad,Chaitanyapuri,2200,3,1,9300000
Hyderabad,Chaitanyapuri,2000,3,1,9200000
Hyderabad,Chaitanyapuri,1600,3,1,9300000
Hyderabad,Chaitanyapuri,1691,3,1,9300000
Hyderabad,Chaitanyapuri,1500,3,1,9300000
Hyderabad,Pragathi Nagar Kukatpally,1175,2,1,3600000
Hyderabad,Chandanagar,1600,3,1,8460000
Hyderabad,Chandanagar,1150,2,1,6165000
Hyderabad,Kukatpally,1230,2,1,6895999
Hyderabad,Kukatpally,1090,2,1,6168000
Hyderabad,Miyapur,1190,2,1,8692000
Hyderabad,Miyapur,1920,3,1,10700000
Hyderabad,Miyapur,1905,3,1,10700000
Hyderabad,Kondapur,1295,2,1,11200000
Hyderabad,Kokapet,3380,4,1,22500000
Hyderabad,Somajiguda,3615,4,1,27100000
Hyderabad,Nandagiri Hills,2600,3,1,22100000
Hyderabad,Whitefield,2100,3,1,10900000
Hyderabad,Film Nagar,3025,3,1,28700000
Hyderabad,Nandagiri Hills,2600,3,1,22100000
Hyderabad,Sri Nagar Colony,3590,3,1,39400000
Hyderabad,Sri Nagar Colony,3590,3,1,39400000
Hyderabad,Somajiguda,3875,3,1,29000000
Hyderabad,Somajiguda,4290,3,1,32100000
Hyderabad,Balanagar,1765,3,1,6354000
Hyderabad,Balanagar,1940,3,1,6984000
Hyderabad,Jubilee Hills,2445,3,1,16500000
Hyderabad,Kokapet,1830,3,0,12000000
Hyderabad,Kismatpur,1125,4,0,5000000
Hyderabad,Patancheru,1300,3,0,3200000
Hyderabad,Patancheru,910,2,0,3250000
Hyderabad,Pati,1550,3,0,4750000
Hyderabad,Patancheru,1650,3,0,4800000
Hyderabad,Patancheru,1650,3,0,4800000
Hyderabad,Pati,1475,3,0,4550000
Hyderabad,Pati,1475,3,0,4150000
Hyderabad,Patancheru,1500,2,0,3550000
Hyderabad,Pati,1550,3,0,4450000
Hyderabad,Pati,1400,3,0,3900000
Hyderabad,Patancheru,1350,2,0,3800000
Hyderabad,Pati,1475,3,0,4250000
Hyderabad,Pati,1650,3,0,4850000
Hyderabad,Patancheru,1375,2,0,4050000
Hyderabad,Pati,1475,3,0,4500000
Hyderabad,Dr A S Rao Nagar Rd,1000,2,0,4800000
Hyderabad,Tellapur,1950,3,1,8600000
Hyderabad,Kondapur,1535,3,1,8749000
Hyderabad,KPHB,1550,3,1,8300000
Hyderabad,Vivekananda Nagar Colony,1510,3,1,8700000
Hyderabad,Boduppal,920,3,0,4000000
Hyderabad,Gachibowli,1742,3,1,13700000
Hyderabad,Banjara Hills,3765,4,1,57500000
Hyderabad,Gachibowli,2750,3,1,16500000
Hyderabad,Ameenpur,1160,2,1,4582000
Hyderabad,Manikonda,2450,4,1,11200000
Hyderabad,Jubilee Hills,4700,4,1,55000000
Hyderabad,LB Nagar,1100,2,0,4600000
Hyderabad,financial District,1250,2,0,3375000
Hyderabad,Kollur Road,1250,2,0,4300000
Hyderabad,Miyapur,1006,2,0,3521000
Hyderabad,Kollur Road,1200,2,0,4500000
Hyderabad,Kollur Road,1250,2,0,4250000
Hyderabad,Kollur Road,1250,2,0,4600000
Hyderabad,Kollur Road,1205,2,0,4217000
Hyderabad,Kollur Road,1206,2,0,4221000
Hyderabad,Kollur,1208,2,0,4228000
Hyderabad,Kollur Road,1202,2,0,4207000
Hyderabad,Kollur Road,1203,2,0,4210000
Hyderabad,Kondapur,1104,2,0,4968000
Hyderabad,Kondapur,1600,3,0,7200000
Hyderabad,Kollur Road,1242,2,0,4469000
Hyderabad,Aminpur,1210,2,0,3600000
Hyderabad,Dammaiguda,1630,3,1,5200000
Hyderabad,Dammaiguda,990,2,1,3200000
Hyderabad,Bachupally,1450,3,0,6500000
Hyderabad,Ring Road,950,2,0,2900000
Hyderabad,Hyder Nagar,1050,2,0,4830000
Hyderabad,Saket,1400,2,0,19500000
Hyderabad,Hyder Nagar,1050,2,0,5200000
Hyderabad,Begumpet,1200,2,1,7800000
Hyderabad,Kavuri Hills,4150,4,1,26000000
Hyderabad,Sun City,1500,5,1,3700000
Hyderabad,Madhapur,1530,3,1,9800000
Hyderabad,Ashok Nagar,1250,3,1,10500000
Hyderabad,manneguda,1296,2,1,4276000
Hyderabad,Shaikpet,998,2,1,3400000
Hyderabad,Moti Nagar,1850,4,1,9800000
Hyderabad,Miyapur,1115,2,1,9500000
Hyderabad,Hitech City,2630,3,1,21000000
Hyderabad,Sanath Nagar,500,2,0,2800000
Hyderabad,Hafeezpet,1085,2,1,6300000
Hyderabad,Gachibowli,1325,2,1,5100000
Hyderabad,Kollur Road,1200,2,0,4200000
Hyderabad,Kollur Road,1201,2,0,4203000
Hyderabad,Kollur Road,1260,2,0,4600000
Hyderabad,Kondapur,1103,2,0,4963000
Hyderabad,Kondapur,1106,2,0,4977000
Hyderabad,Kukatpally,1360,2,1,9500000
Hyderabad,Kukatpally,1740,3,1,12200000
Hyderabad,Boduppal,920,3,0,4000000
Hyderabad,AS Rao Nagar,1200,2,1,6000000
Hyderabad,AS Rao Nagar,1440,3,1,5200000
Hyderabad,Sainikpuri,1010,2,1,5500000
Hyderabad,Sainikpuri,1080,2,1,4500000
Hyderabad,Kompally,1950,3,1,6500000
Hyderabad,Manikonda,1834,3,1,15000000
Hyderabad,Shaikpet,2200,3,1,13500000
Hyderabad,Shaikpet,1133,2,1,6900000
Hyderabad,Serilingampally,1650,3,0,8200000
Hyderabad,Jubilee Hills,2600,3,1,17500000
Hyderabad,Kokapet,500,2,0,2750000
Hyderabad,Usman Nagar,1075,2,0,4000000
Hyderabad,new nallakunta,1100,2,1,5000000
Hyderabad,Gachibowli,1120,2,1,9500000
Hyderabad,Shadnagar,1200,2,1,3800000
Hyderabad,Shadnagar,1200,2,1,4000000
Hyderabad,Shadnagar,1120,2,1,3900000
Hyderabad,Kondapur,1295,2,1,10000000
Hyderabad,Kondapur,1490,3,1,12000000
Hyderabad,Kokapet,1270,2,0,8255000
Hyderabad,nizampet road,1100,2,1,3900000
Hyderabad,Uppal,1050,2,1,4216000
Hyderabad,Uppal,1978,3,1,7912000
Hyderabad,Mailardevpally,1360,3,1,5900000
Hyderabad,Kukatpally,2000,3,1,9500000
Hyderabad,Jubilee Hills,3537,3,1,45000000
Hyderabad,Suchitra,1100,2,0,4900000
Hyderabad,Narsingi,1935,3,1,9500000
Hyderabad,Tirumalgiri,1080,2,1,5700000
Hyderabad,Tirumalgiri,1200,2,1,6000000
Hyderabad,Chikkadapally,1905,3,1,15400000
Hyderabad,Begumpet,1570,3,1,11299999
Hyderabad,Begumpet,1570,3,1,11299999
Hyderabad,Gachibowli,1800,3,1,10500000
Hyderabad,Gachibowli,1700,3,1,10000000
Hyderabad,Narsingi,1600,3,1,11500000
Hyderabad,Narsingi,1655,3,1,10000000
Hyderabad,Manikonda,1800,3,1,9800000
Hyderabad,Manikonda,1300,2,1,6500000
Hyderabad,Kollur Road,1207,2,0,4224000
Hyderabad,Hitech City,3430,4,0,35800000
Hyderabad,Gachibowli,2160,3,0,19500000
Hyderabad,Hitech City,3430,3,0,36000000
Hyderabad,Hitech City,3430,4,0,35800000
Hyderabad,Madhapur,2655,3,0,27500000
Hyderabad,Hyder Nagar,861,2,0,4500000
Hyderabad,Miyapur,3152,4,0,17300000
Hyderabad,Serilingampally,1650,3,0,8200000
Hyderabad,JNTU,1550,3,1,8525000
Hyderabad,hyderabad,1030,2,1,5200000
Hyderabad,Shamshabad,3550,3,1,17500000
Hyderabad,Srisailam Highway,2983,4,1,18000000
Hyderabad,Kondapur,2225,3,1,19300000
Hyderabad,Shaikpet,4160,4,1,35000000
Hyderabad,Domalguda,1900,3,1,12500000
Hyderabad,Domalguda,1105,2,1,7200000
Hyderabad,Lingampalli,1150,2,1,3900000
Hyderabad,Film Nagar,4600,4,1,46000000
Hyderabad,Hitech City,2120,3,1,15000000
Hyderabad,Kondapur,2103,3,1,12000000
Hyderabad,Narsingi,1760,3,1,11000000
Hyderabad,Allwyn Colony,1150,2,1,3900000
Hyderabad,Lingampalli,1150,2,1,3900000
Hyderabad,Jubilee Hills,1700,3,1,11000000
Hyderabad,Kukatpally,2232,3,1,16500000
Hyderabad,Kukatpally,1740,3,1,12200000
Hyderabad,Kukatpally,1592,3,1,11500000
Hyderabad,Kukatpally,1360,2,1,9500000
Hyderabad,Kukatpally,1208,2,1,8400000
Hyderabad,Bandlaguda Jagir,1200,2,1,3500000
Hyderabad,Hitech City,2160,3,1,15200000
Hyderabad,Manikonda,1834,3,1,14800000
Hyderabad,Boduppal,1650,3,0,7500000
Hyderabad,Whisper Valley,1180,2,0,4567000
Hyderabad,Whisper Valley,1200,2,0,4650000
Hyderabad,Whisper Valley,1220,2,0,4700000
Hyderabad,Whisper Valley,1180,2,0,4567000
Hyderabad,Whisper Valley,1200,2,0,4650000
Hyderabad,Madhapur,3975,5,1,39800000
Hyderabad,Madhapur,2655,3,1,27000000
Hyderabad,Santoshnagar,1160,3,0,4700000
Hyderabad,Tolichowki,1570,2,0,7065000
Hyderabad,Begumpet,1725,3,1,12400000
Hyderabad,Begumpet,1725,3,1,12400000
Hyderabad,Begumpet,1725,3,1,12400000
Hyderabad,Begumpet,1725,3,1,12400000
Hyderabad,Begumpet,1570,3,1,11299999
Hyderabad,Gachibowli,2644,3,0,9782000
Hyderabad,Uppal Kalan,965,2,0,4400000
Hyderabad,Manikonda,1850,4,1,8510000
Hyderabad,Kokapet,1000,2,0,5500000
Hyderabad,LB Nagar,1310,3,0,5700000
Hyderabad,Domalguda Road,2150,3,0,15000000
Hyderabad,Balanagar,1150,2,1,3900000
Hyderabad,Gachibowli,1150,2,1,3900000
Hyderabad,Kondapur,1150,2,1,3900000
Hyderabad,Kukatpally,1150,2,1,3900000
Hyderabad,KPHB,1150,2,1,3900000
Hyderabad,Narsingi,1945,3,0,12500000
Hyderabad,Kukatpally,1360,2,1,10500000
Hyderabad,Balanagar,1150,2,1,3900000
Hyderabad,Gachibowli,1150,2,1,3900000
Hyderabad,Kondapur,1150,2,1,3900000
Hyderabad,Kukatpally,1150,2,1,3900000
Hyderabad,KPHB,1150,2,1,3900000
Hyderabad,KPHB,1150,2,1,3900000
Hyderabad,Nizampet,1150,2,1,3900000
Hyderabad,Allwyn Colony,1150,2,1,3900000
Hyderabad,Aminpur,1150,2,1,3900000
Hyderabad,Bachupally,1150,2,1,3900000
Hyderabad,Miyapur,1150,2,1,3900000
Hyderabad,Chandanagar,1150,2,1,3900000
Hyderabad,Patancheru,1150,2,1,3900000
Hyderabad,Shankarpalli,1150,2,1,3900000
Hyderabad,Mallampet,1150,2,1,3900000
Hyderabad,Old Bowenpally,1269,2,1,6000000
Hyderabad,Narsingi,1200,2,1,4876000
Hyderabad,Narsingi,1100,2,1,4367000
Hyderabad,Chandanagar,1150,2,1,3900000
Hyderabad,Aminpur,1150,2,1,3900000
Hyderabad,Miyapur,1150,2,1,3900000
Hyderabad,Balanagar,1150,2,1,3900000
Hyderabad,Gachibowli,1150,2,1,3900000
Hyderabad,Hitech City,1150,2,1,3900000
Hyderabad,Madhapur,1150,2,1,3900000
Hyderabad,Kondapur,1150,2,1,3900000
Hyderabad,KPHB,1150,2,1,3900000
